0.0102435,0.0059578,0.0037593,0.0038624,0.0037722,0.0033669,0.0018375,0.0025096,0.0023435,0.0023201,0.0022989,0.002334,0.0022935,0.0022924,0.0023041,0.0022778,0.0022815,0.0022737,0.0022769,0.0022952,0.0022522,0.0022491,0.0022375,0.0022353,0.002249,0.0022265,0.0022333,0.002221,0.0022655,0.0022433,0.002228,0.0023842,0.0022352,0.0021999,0.0022416,0.0022148,0.0022196,0.0021869,0.0021869,0.0022228,0.0021813,0.0023568,0.0023618,0.0022018,0.0022026,0.0022125,0.0023624,0.0022122,0.0021904,0.0023622,0.0022063,0.0032439,0.0021922,0.0021856,0.002364,0.0023616,0.0023753,0.0022225,0.0022015,0.0023582,0.0021932,0.0021937,0.0021879,0.0042463,0.0042557,0.0042613,0.0023631,0.0021931,0.0020539,0.0023613,0.0021977,0.0021894,0.0021915,0.004255,0.0021896,0.0023572,0.0021923,0.0021938,0.0021872,0.0022023,0.0060148,0.0042587,0.0042687,0.0062947,0.0042452,0.0044428,0.0043217,0.0041985,0.0029167,0.0027087,0.0029036,0.0029744,0.0044596,0.004366,0.0022689,0.0042651,0.0042635,0.004254,0.0042525,0.0042963,0.004255
0.0023348,0.0023686,0.0022004,0.0021997,0.0022186,0.0022022,0.0021901,0.002398,0.0023026,0.0022626,0.002384,0.0023768,0.002335,0.002361,0.0021924,0.0021893,0.0023685,0.0021988,0.0023625,0.0023666,0.0022044,0.00221,0.0023594,0.0021881,0.0022438,0.0021901,0.0023568,0.0023589,0.0022004,0.0021943,0.0021842,0.0021827,0.0021965,0.002357,0.0022085,0.002357,0.0021797,0.0021894,0.002187,0.002198,0.0021906,0.0023585,0.0023626,0.0023578,0.0023576,0.002309,0.0022776,0.0022341,0.0021922,0.0023247,0.0021918,0.0023546,0.0021863,0.0022422,0.0023606,0.0023589,0.0023589,0.0021969,0.0021946,0.0023562,0.0022157,0.0021844,0.002366,0.002195,0.0021886,0.0021876,0.0021926,0.0021847,0.0021831,0.0023521,0.0022214,0.0023505,0.0021867,0.0022111,0.0021976,0.002351,0.0042298,0.0042501,0.0021871,0.0023526,0.0045376,0.0043189,0.0023567,0.002207,0.0022471,0.0021981,0.0021999,0.0021854,0.0042603,0.0021827,0.004276,0.0021787,0.0022101,0.0021839,0.0023523,0.0023554,0.0022169,0.0042313,0.0042473,0.0042514,0.0041908
0.0023532,0.0022122,0.0022038,0.002206,0.0023647,0.0021921,0.0021577,0.0022026,0.0021916,0.0022079,0.0022326,0.002188,0.0021867,0.0021894,0.0022283,0.0021973,0.0021957,0.0022014,0.0023277,0.0028797,0.002691,0.0027908,0.0027708,0.0027875,0.0027767,0.0025814,0.0028513,0.0023305,0.002365,0.0023698,0.0023174,0.0022527,0.0022413,0.002376,0.0023715,0.0022703,0.0023022,0.0022934,0.0023613,0.00223,0.0023568,0.0021864,0.0021871,0.0021896,0.0021918,0.0022182,0.0022235,0.0022076,0.0021981,0.0023617,0.0022121,0.0023663,0.0022085,0.0021859,0.0021952,0.0021874,0.0022264,0.0021986,0.0022122,0.0023558,0.002197,0.0023645,0.0021971,0.0021893,0.0022572,0.0043714,0.0022104,0.0021954,0.0022061,0.0022009,0.0042908,0.0021985,0.004261,0.0023661,0.0042566,0.004306,0.0021947,0.0042573,0.0043028,0.0042572,0.0042782,0.0022043,0.0021922,0.0021881,0.0021921,0.0022136,0.004232,0.0021883,0.0042644,0.0042419,0.0042444,0.0022215,0.0023604,0.002193,0.0042478,0.0022026,0.004248,0.0021847,0.0042871,0.0042507,0.0042419
0.0021924,0.0022414,0.0022007,0.0021925,0.0023655,0.0023006,0.0021958,0.0021971,0.0023602,0.002276,0.0021939,0.002191,0.0021962,0.0023827,0.0034855,0.0023742,0.0022054,0.002386,0.002359,0.0023706,0.0021939,0.0022236,0.0021956,0.0023616,0.0023579,0.0022475,0.0021971,0.0021999,0.0022088,0.0021949,0.0022039,0.0021947,0.0021952,0.0021977,0.0022056,0.0021967,0.0023688,0.0021964,0.0028965,0.0027208,0.0027097,0.0025402,0.0025412,0.0024829,0.0023193,0.0026166,0.002313,0.0023589,0.0021882,0.0023656,0.0022041,0.002636,0.002422,0.0034567,0.0026536,0.0026371,0.0023624,0.0023644,0.0022605,0.0021974,0.0022602,0.0023493,0.0023632,0.0021805,0.0022013,0.0021937,0.0023692,0.0021949,0.002197,0.0021929,0.0021921,0.0021961,0.0021969,0.0042496,0.0042588,0.0042895,0.0042519,0.0022071,0.0042498,0.0042423,0.004257,0.0042522,0.0042556,0.0042422,0.0042442,0.0022434,0.0042569,0.0023482,0.0022075,0.0023591,0.0022004,0.004263,0.0023625,0.0022028,0.0023602,0.0043555,0.0043132,0.0044195,0.0022482,0.0022198,0.004265
0.0022613,0.00234,0.0023049,0.0022371,0.0022973,0.0022212,0.0021916,0.0023514,0.0021953,0.0021995,0.0021927,0.0022673,0.0021902,0.0021915,0.002196,0.0021923,0.0023657,0.0023596,0.0022188,0.0023599,0.0022098,0.0021926,0.0023603,0.0022095,0.002363,0.0021942,0.0023564,0.0023609,0.0022147,0.0022682,0.0021946,0.0022154,0.0022077,0.0023659,0.002196,0.0021895,0.002226,0.0021969,0.0042441,0.0023558,0.0042541,0.0021876,0.0023583,0.0022095,0.0022078,0.0023572,0.0021946,0.0023593,0.0021959,0.0021844,0.0021853,0.0023599,0.0022008,0.0023583,0.0021855,0.0023557,0.0022211,0.0021911,0.0021997,0.0023588,0.0022217,0.0021868,0.0021887,0.0021861,0.0021857,0.0023576,0.0021925,0.0021893,0.0021847,0.0022133,0.0023627,0.0042452,0.0042523,0.0042364,0.0042427,0.0042539,0.0042321,0.0042325,0.0042644,0.0042565,0.0021849,0.0042607,0.0023552,0.002355,0.0023654,0.0023567,0.0043086,0.0023487,0.0042723,0.0042382,0.0042518,0.0022009,0.002357,0.00425,0.004267,0.0023595,0.004248,0.0042463,0.0021859,0.0042736,0.0021902
0.002272,0.0022554,0.002197,0.0021946,0.0022395,0.002262,0.0021925,0.0023585,0.0023989,0.0022073,0.0022178,0.0021957,0.0021888,0.0021989,0.0021903,0.0021827,0.002195,0.0021979,0.0023568,0.0021841,0.0021839,0.0022355,0.0021844,0.0022203,0.0021868,0.0022576,0.002357,0.002355,0.0023497,0.0021981,0.0021849,0.0021903,0.0021911,0.0023627,0.0021947,0.0021859,0.0022115,0.0023618,0.0021866,0.0023565,0.0023578,0.0023554,0.0023661,0.002184,0.00219,0.0021885,0.0022004,0.0022832,0.0022703,0.0022277,0.0022745,0.0023713,0.0022011,0.0021941,0.0024077,0.0021944,0.0023571,0.002363,0.0021923,0.002155,0.0022093,0.0022029,0.0021744,0.0022055,0.002192,0.0021885,0.0021977,0.0022268,0.00219,0.0021875,0.0021871,0.0022294,0.0042505,0.0042645,0.0022552,0.0023269,0.0043402,0.0023616,0.0042499,0.0023561,0.0042367,0.0042754,0.0042529,0.0021981,0.0042771,0.0042438,0.0042409,0.004253,0.0042339,0.0042367,0.0042399,0.0021881,0.0021964,0.002254,0.0021868,0.0023579,0.0021878,0.0023483,0.0021858,0.0023617,0.002354
0.0022413,0.0022047,0.0022292,0.0023577,0.0023603,0.0021859,0.0021901,0.0021906,0.0021907,0.0022441,0.0021894,0.0023541,0.0021898,0.0022293,0.0023537,0.0021895,0.0021982,0.0022163,0.0022169,0.0021897,0.0021846,0.0023489,0.0021958,0.0021891,0.0021809,0.0023531,0.0021883,0.0023544,0.0021898,0.002184,0.0021904,0.0022145,0.0021926,0.0021871,0.0021989,0.0021844,0.0021872,0.0023578,0.0023678,0.0023516,0.0023494,0.0021897,0.0022249,0.0021957,0.0022086,0.0022,0.0023575,0.0023586,0.0023616,0.0021951,0.0021871,0.0022097,0.0021858,0.0023603,0.0023526,0.0022031,0.0023583,0.0022051,0.0023557,0.0022019,0.0023608,0.0021964,0.002187,0.0021867,0.002187,0.0021901,0.0021886,0.0022635,0.0022423,0.0021882,0.0042359,0.0022022,0.0021864,0.002199,0.0042834,0.0023631,0.0023554,0.0021772,0.0023531,0.0022024,0.0042408,0.004266,0.0022231,0.0023611,0.002188,0.0021816,0.0021898,0.0023577,0.0021902,0.0042389,0.0042828,0.0042473,0.0042819,0.0042588,0.0042439,0.0042461,0.0042382,0.0042472,0.0042531,0.004247,0.002184
0.0023035,0.0023015,0.0022356,0.0021981,0.0021966,0.0023101,0.0021917,0.00236,0.0023558,0.0022641,0.0021946,0.0021855,0.0023604,0.0022175,0.0022,0.002194,0.002187,0.0023628,0.0021948,0.0021867,0.0021887,0.0023522,0.0022007,0.0021864,0.0021891,0.0021929,0.0022239,0.0021933,0.0023588,0.0021897,0.0021966,0.002187,0.0021899,0.0021936,0.0022399,0.0021904,0.0021943,0.0021841,0.002194,0.0022098,0.002199,0.0022008,0.0021854,0.0023564,0.0023524,0.0023574,0.0021814,0.0021915,0.00219,0.0023544,0.0021865,0.0021923,0.0022113,0.0021834,0.0021863,0.0022022,0.0021868,0.0021848,0.0021912,0.0022299,0.0023613,0.0023616,0.0023565,0.0021889,0.0023583,0.0022085,0.0021906,0.0023555,0.0023577,0.0023563,0.002361,0.0023568,0.0021921,0.0023521,0.0023526,0.0042453,0.0023612,0.0042723,0.0023562,0.0021956,0.0022707,0.0022033,0.0021926,0.002224,0.0021995,0.0023552,0.0042483,0.0022527,0.0021818,0.0022125,0.004243,0.0042574,0.004244,0.0042439,0.0042577,0.004248,0.0042845,0.0042426,0.0042693,0.0042775,0.0042434
0.0022208,0.0022192,0.0022097,0.0022248,0.0023592,0.0023594,0.0022836,0.0022045,0.0022187,0.002356,0.0022377,0.0023551,0.0023559,0.0021928,0.002238,0.0021979,0.0023523,0.0023547,0.0022353,0.0023517,0.0023544,0.0022094,0.0021968,0.0021894,0.0021883,0.0023579,0.002384,0.002197,0.0021856,0.0021833,0.0021884,0.0021884,0.0021849,0.00219,0.0022112,0.0022029,0.0023602,0.0023526,0.0021842,0.0023648,0.0023515,0.0023568,0.0023582,0.0023825,0.0023567,0.0021918,0.0021818,0.002208,0.0023656,0.0023599,0.0021878,0.0022055,0.0022027,0.0021886,0.0023524,0.0023496,0.0021938,0.0021863,0.0023526,0.0023526,0.0022214,0.0042426,0.0042486,0.0042528,0.0042384,0.0021838,0.0042791,0.0023531,0.0021863,0.0021981,0.0042777,0.0042466,0.00422,0.0042051,0.0042584,0.0042464,0.0042809,0.0042846,0.0022042,0.0023391,0.0022596,0.0021685,0.0021938,0.002209,0.0042479,0.0042509,0.0042981,0.0043006,0.0042566,0.0042722,0.0021924,0.0021984,0.0043145,0.0023179,0.0023604,0.0021906,0.002241,0.0021942,0.0021941,0.0042815,0.0042899
0.0022448,0.0022016,0.0021901,0.0021894,0.002232,0.0021943,0.0023573,0.0022885,0.0022027,0.002361,0.002357,0.0022214,0.0023634,0.0023579,0.0023532,0.0022275,0.0022033,0.0021813,0.0021872,0.002223,0.0021845,0.0021906,0.0023597,0.0022223,0.0042675,0.0023585,0.0021919,0.0021984,0.0022007,0.0023558,0.0023593,0.002198,0.0022008,0.0042426,0.002187,0.0022114,0.002216,0.0021949,0.0021855,0.0021987,0.0023672,0.0023544,0.0021845,0.0021989,0.0021932,0.0021887,0.0021797,0.0021855,0.0023515,0.0022162,0.0021973,0.0023606,0.002364,0.0042494,0.0042405,0.0023564,0.0021891,0.0023565,0.0021884,0.002194,0.0023619,0.0042697,0.0042873,0.0021874,0.0021904,0.0021965,0.0023785,0.0023523,0.0021883,0.0023547,0.002359,0.0021856,0.0021873,0.0022154,0.0023686,0.0042403,0.0023602,0.0042306,0.0042514,0.0042457,0.0042489,0.0042505,0.0042374,0.0062044,0.0042575,0.0021899,0.0021921,0.0023626,0.0022206,0.0023584,0.0042553,0.0042463,0.002189,0.004277,0.0042441,0.0042431,0.0042582,0.0042434,0.0023581,0.0021825,0.0021871
